Category,Subcategory,Action,Sentence,Response
music,equalizer,adjust,"Change equalizer ""this evening, 7 PM""",Equalizer settings will be adjusted this evening.
music,multisource,check,Check multi-source status in 15 minutes,multi-source status will be checked in 15 minutes.
music,multisource,check,Verify multi-source at 9 PM,multi-source status will be checked at 9 PM.
music,multisource,check,"Inspect multi-source settings ""next monday, June 9""",multi-source status will be checked next monday.
music,multisource,check,Review multi-source in two hours,multi-source status will be checked in two hours.
music,multisource,check,"Check multi-source ""tomorrow, June 7""",multi-source status will be checked tomorrow.
music,multisource,play,Play multi-source music in 20 minutes,multi-source music will start in 20 minutes.
music,multisource,play,Start multi-source playback at 10 PM,multi-source music will start at 10 PM.
music,multisource,play,"Launch multi-source music ""next Tuesday, June 10""",multi-source music will start next Tuesday.
music,multisource,play,Play multi-source at seven o'clock,multi-source music will start at seven o'clock.
music,multisource,play,"Begin multi-source music ""this afternoon, 4 PM""",multi-source music will start this afternoon.
music,multisource,sync,Synchronize music sources in 25 minutes,Sources will be synchronized in 25 minutes.
music,multisource,sync,Align music sources at 6 PM,Sources will be synchronized at 6 PM.
music,multisource,sync,"Sync sources ""next Wednesday, June 11""",Sources will be synchronized next Wednesday.
music,multisource,sync,Unify music sources in 1 hour,Sources will be synchronized in 1 hour.
music,multisource,sync,"Synchronize sources ""this evening, 8 PM""",Sources will be synchronized this evening.
music,none,off,Turn off music in 10 minutes,music will be turned off in 10 minutes.
music,none,off,Stop all music at 7 PM,music will be turned off at 7 PM.
music,none,off,"Shut off music ""next Thursday, June 12""",music will be turned off next Thursday.
music,none,off,Turn off music in two hours,music will be turned off in two hours.
music,none,off,"End music ""tomorrow, June 7""",music will be turned off tomorrow.
music,playback,check,Check playback status in 15 minutes,Playback status will be checked in 15 minutes.
music,playback,check,Verify playback at 8 PM,Playback status will be checked at 8 PM.
music,playback,check,"Inspect playback ""next Friday, June 13""",Playback status will be checked next Friday.
music,playback,check,Review playback in 1 hour,Playback status will be checked in 1 hour.
music,playback,check,"Check playback ""this afternoon, 2 PM""",Playback status will be checked this afternoon.
music,playback,loop,Enable loop playback in 20 minutes,Loop playback will be enabled in 20 minutes.
music,playback,loop,Turn on loop at 9 PM,Loop playback will be enabled at 9 PM.
music,playback,loop,"Activate loop ""next monday, June 9""",Loop playback will be enabled next monday.
music,playback,loop,Loop playback at six o'clock,Loop playback will be enabled at six o'clock.
music,playback,loop,"Start loop ""next Tuesday, June 10""",Loop playback will be enabled next Tuesday.
music,playback,pause,Pause music in 25 minutes,Playback will be paused in 25 minutes.
music,playback,pause,Halt playback at 10 minutes.
music,playback,pause,Stop playback at 10 PM,Playback will be paused.
music,playback,pause,Pause playback in thirty minutes,Playback will be paused in thirty minutes.
music,playback,pause,"Freeze playback ""tomorrow, June 7""",Playback will be paused tomorrow.
music,playback,play,Start playback in 15 minutes,Playback will start in 15 minutes.
music,playback,play,Resume music at 8 PM,Playback will start at 8 PM.
music,playback,play,"Begin playback ""next Wednesday, June 11""",Playback will start next Wednesday.
music,playback,play,Play music at seven o'clock,Playback will start at seven o'clock.
music,playback,play,"Launch playback ""this afternoon, June 3 7 PM""",Playback will start this afternoon.
music,playback,previous,Play previous track in 20 minutes,Previous track will be played in 20 minutes.
music,playback,previous,Go to previous song at 6 PM,Previous track will be played at 6 PM.
music,playback,previous,"Play track ""next Thursday, June 12""",Previous track will be played next Thursday.
music,playback,previous,"Play, previous song at ""eight o'clock""",Previous track will be played at eight o'clock.
music,playback,previous,"Play previous track ""tomorrow, June evening,7""",Previous Pmtrack will be played tomorrow evening.
music,playback,repeat,Enable repeat in 25 minutes,Repeat playback will be enabled in 25 minutes.
music,playback,repeat,Turn on repeat at 7 PM,Repeat playback will be turned on at 7 PM.
music,playback,repeat,Turn on repeat at 7 PM,Repeat playback will be turned on at 7 PM.
music,playback,repeat,"Activate repeat ""next Friday, June 13June,9""",Repeat mondayplayback will be enabled next monday.
music,playback,repeat,Repeat playback at nine o'clock,Repeat playback will be enabled at nine o'clock.
music,playback,repeat,"Set repeat ""this evening, 8 PM""",Repeat playback will be set this evening.
music,playback,restart,Restart playback in 10 minutes,Playback will restart in 10 minutes.
music,playback,restart,Begin playback again at 8 PM,Playback will restart at 8 PM.
music,playback,restart,"Restart music ""next Tuesday, June 10""",Playback will restart next Tuesday.
music,playback,restart,Reset playback at six o'clock,Playback will restart at six o'clock.
music,playback,restart,"Restart playback ""this afternoon, 4 PM""",Playback will restart this afternoon.
music,playback,resume,Resume music in 15 minutes,Playback will resume in 15 minutes.
music,playback,resume,Continue playback at 9 PM,Playback will resume at 9 PM.
music,playback,resume,"Restart playback ""next Wednesday, June 11""",Playback will resume next Wednesday.
music,playback,resume,Resume music at seven o'clock,Playback will resume at seven o'clock.
music,playback,resume,"Continue music ""tomorrow, June 7""",Playback will resume tomorrow.
music,playbackspeed,adjustspeed,Adjust playback speed in 20 minutes,Playback speed will be adjusted in 20 minutes.
music,playbackspeed,adjustspeed,Change speed at 10 PM,Playback speed will be adjusted at 10 PM.
music,playbackspeed,adjustspeed,"modify playback speed ""next Thursday, June 12""",Playback speed will be adjusted next Thursday.
music,playbackspeed,adjustspeed,Tweak speed in 1 hour,Playback speed will be adjusted in 1 hour.
music,playbackspeed,adjustspeed,"Adjust speed ""this evening, 7 PM""",Playback speed will be adjusted this evening.
music,playbackspeed,check,Check playback speed in 25 minutes,Playback speed status will be checked in 25 minutes.
music,playbackspeed,check,Verify speed at 6 PM,Playback speed status will be checked at 6 PM.
music,playbackspeed,check,"Inspect playback speed ""next Friday, June 13""",Playback speed status will be checked next Friday.
music,playbackspeed,check,Review speed in two hours,Playback speed status will be checked in two hours.
music,playbackspeed,check,"Check speed ""this afternoon, 3 PM""",Playback speed status will be checked this afternoon.
music,playbackspeed,resetspeed,Reset playback speed in 10 minutes,Playback speed will be reset in 10 minutes.
music,playbackspeed,resetspeed,Restore default speed at 7 PM,Playback speed will be reset at 7 PM.
music,playbackspeed,resetspeed,"Reset speed ""next monday, June 9""",Playback speed will be reset next monday.
music,playbackspeed,resetspeed,Return to normal speed at eight o'clock,Playback speed will be reset at eight o'clock.
music,playbackspeed,resetspeed,"Reset playback speed ""tomorrow, June 7""",Playback speed will be reset tomorrow.
music,playlist,addsong,Add song to playlist in 15 minutes,Song will be added to playlist in 15 minutes.
music,playlist,addsong,Include track in playlist at 8 PM,Song will be added to playlist at 8 PM.
music,playlist,addsong,"Insert song ""next Tuesday, June 10""",Song will be added to playlist next Tuesday.
music,playlist,addsong,Add track at nine o'clock,Song will be added to playlist at nine o'clock.
music,playlist,addsong,"Include song ""this afternoon, 2 PM""",Song will be added to playlist this afternoon.
music,playlist,check,Check playlist status in 20 minutes,Playlist status will be checked in 20 minutes.
music,playlist,check,Verify playlist at 9 PM,Playlist status will be checked at 9 PM.
music,playlist,check,"Inspect playlist ""next Wednesday, June 11""",Playlist status will be checked next Wednesday.
music,playlist,check,Review playlist in 1 hour,Playlist status will be checked in 1 hour.
music,playlist,check,"Check playlist ""this evening, 7 PM""",Playlist status will be checked this evening.
music,playlist,create,Create new playlist in 25 minutes,New playlist will be created in 25 minutes.
music,playlist,create,make playlist at 10 PM,New playlist will be created at 10 PM.
music,playlist,create,"Start new playlist ""next Thursday, June 12""",New playlist will be created next Thursday.
music,playlist,create,Create playlist at six o'clock,New playlist will be created at six o'clock.
music,playlist,create,"make new playlist ""tomorrow, June 7""",New playlist will be created tomorrow.
music,playlist,delete,Delete playlist in 10 minutes,Playlist will be deleted in 10 minutes.
music,playlist,delete,Remove playlist at 6 PM,Playlist will be deleted at 6 PM.
music,playlist,delete,"Erase playlist ""next Friday, June 13""",Playlist will be deleted next Friday.
music,playlist,delete,Delete playlist in two hours,Playlist will be deleted in two hours.
music,playlist,delete,"Remove playlist ""this afternoon, 3 PM""",Playlist will be deleted this afternoon.
music,playlist,removesong,Remove song from playlist in 15 minutes,Song will be removed from playlist in 15 minutes.
music,playlist,removesong,Delete track from playlist at 7 PM,Song will be removed from playlist at 7 PM.
music,playlist,removesong,"Take out song ""next monday, June 9""",Song will be removed from playlist next monday.
music,playlist,removesong,Remove song at eight o'clock,Song will be removed from playlist at eight o'clock.
music,playlist,removesong,"Delete track ""this evening, 8 PM""",Song will be removed from playlist this evening.
music,playlist,reorder,Reorder playlist in 20 minutes,Playlist will be reordered in 20 minutes.
music,playlist,reorder,Rearrange playlist at 9 PM,Playlist will be reordered at 9 PM.
music,playlist,reorder,"Sort playlist ""next Tuesday, June 10""",Playlist will be reordered next Tuesday.
music,playlist,reorder,Reorder tracks in 1 hour,Playlist will be reordered in 1 hour.
music,playlist,reorder,"Rearrange playlist ""tomorrow, June 7""",Playlist will be reordered tomorrow.
music,playlist,selectplaylist,Select playlist in 25 minutes,Playlist will be selected in 25 minutes.
music,playlist,selectplaylist,Choose playlist at 10 PM,Playlist will be selected at 10 PM.
music,playlist,selectplaylist,"Switch to playlist ""next Wednesday, June 11""",Playlist will be selected next Wednesday.
music,playlist,selectplaylist,Select playlist at seven o'clock,Playlist will be selected at seven o'clock.
music,playlist,selectplaylist,"Choose playlist ""this afternoon, 4 PM""",Playlist will be selected this afternoon.
music,playlist,shuffle,Shuffle playlist in 10 minutes,Playlist will be shuffled in 10 minutes.
music,playlist,shuffle,Randomize playlist at 6 PM,Playlist will be shuffled at 6 PM.
music,playlist,shuffle,"mix playlist ""next Thursday, June 12""",Playlist will be shuffled next Thursday.
music,playlist,shuffle,Shuffle tracks in two hours,Playlist will be shuffled in two hours.
music,playlist,shuffle,"Randomize playlist ""this evening, 7 PM""",Playlist will be shuffled this evening.
music,podcast,play,Start podcast in 15 minutes,Podcast will start in 15 minutes.
music,podcast,play,Launch podcast at 8 PM,Podcast will start at 8 PM.
music,podcast,play,"Play podcast ""next Friday, June 13""",Podcast will start next Friday.
music,podcast,play,Begin podcast at nine o'clock,Podcast will start at nine o'clock.
music,podcast,play,"Start podcast ""tomorrow, June 7""",Podcast will start tomorrow.
music,podcast,skip,Skip podcast in 20 minutes,Next podcast will start in 20 minutes.
music,podcast,skip,Advance podcast at 9 PM,Next podcast will start at 9 PM.
music,podcast,skip,"move to next podcast ""next monday, June 9""",Next podcast will start next monday.
music,podcast,skip,Skip podcast at six o'clock,Next podcast will start at six o'clock.
music,podcast,skip,"Advance podcast ""this afternoon, 2 PM""",Next podcast will start this afternoon.
music,power,turnoff,Turn off music power in 25 minutes,Power will be turned off in 25 minutes.
music,power,turnoff,Shut down music at 10 PM,Power will be turned off at 10 PM.
music,power,turnoff,"Power off music ""next Tuesday, June 10""",Power will be turned off next Tuesday.
music,power,turnoff,Turn off power in 1 hour,Power will be turned off in 1 hour.
music,power,turnoff,"Shut off music power ""this evening, 8 PM""",Power will be turned off this evening.
music,power,turnon,Turn on music power in 10 minutes,Power will be turned on in 10 minutes.
music,power,turnon,Activate music power at 6 PM,Power will be turned on at 6 PM.
music,power,turnon,"Power on music ""next Wednesday, June 11""",Power will be turned on next Wednesday.
music,power,turnon,Turn on power at seven o'clock,Power will be turned on at seven o'clock.
music,power,turnon,"Activate music power ""tomorrow, June 7""",Power will be turned on tomorrow.
music,queue,add,Add song to queue in 15 minutes,Song will be added to queue in 15 minutes.
music,queue,add,Insert track in queue at 7 PM,Song will be added to queue at 7 PM.
music,queue,add,"Add song ""next Thursday, June 12""",Song will be added to queue next Thursday.
music,queue,add,Include track at eight o'clock,Song will be added to queue at eight o'clock.
music,queue,add,"Add song ""this afternoon, 3 PM""",Song will be added to queue this afternoon.
music,queue,check,Check queue status in 20 minutes,Queue status will be checked in 20 minutes.
music,queue,check,Verify queue at 8 PM,Queue status will be checked at 8 PM.
music,queue,check,"Inspect queue ""next Friday, June 13""",Queue status will be checked next Friday.
music,queue,check,Review queue in two hours,Queue status will be checked in two hours.
music,queue,check,"Check queue ""this evening, 7 PM""",Queue status will be checked this evening.
music,queue,clear,Clear queue in 25 minutes,Queue will be cleared in 25 minutes.
music,queue,clear,Empty queue at 9 PM,Queue will be cleared at 9 PM.
music,queue,clear,"Reset queue ""next monday, June 9""",Queue will be cleared next monday.
music,queue,clear,Clear queue at six o'clock,Queue will be cleared at six o'clock.
music,queue,clear,"Empty queue ""tomorrow, June 7""",Queue will be cleared tomorrow.
music,radio,play,Start radio in 10 minutes,Radio will start in 10 minutes.
music,radio,play,Play radio at 10 PM,Radio will start at 10 PM.
music,radio,play,"Launch radio ""next Tuesday, June 10""",Radio will start next Tuesday.
music,radio,play,Begin radio at nine o'clock,Radio will start at nine o'clock.
music,radio,play,"Start radio ""this afternoon, 4 PM""",Radio will start this afternoon.
music,schedule,cancel,Cancel music schedule in 15 minutes,Schedule will be canceled in 15 minutes.
music,schedule,cancel,Remove schedule at 6 PM,Schedule will be canceled at 6 PM.
music,schedule,cancel,"Stop schedule ""next Wednesday, June 11""",Schedule will be canceled next Wednesday.
music,schedule,cancel,Cancel schedule in 1 hour,Schedule will be canceled in 1 hour.
music,schedule,cancel,"Remove music schedule ""this evening, 8 PM""",Schedule will be canceled this evening.
music,schedule,check,Check music schedule in 20 minutes,Schedule status will be checked in 20 minutes.
music,schedule,check,Verify schedule at 7 PM,Schedule status will be checked at 7 PM.
music,schedule,check,"Inspect schedule ""next Thursday, June 12""",Schedule status will be checked next Thursday.
music,schedule,check,Review schedule in two hours,Schedule status will be checked in two hours.
music,schedule,check,"Check schedule ""tomorrow, June 7""",Schedule status tomorrow June 7 showing.
music,schedule,play,Schedule music to play in 25 minutes,music will be scheduled to play in 25 minutes.
music,schedule,play,Set music to play at 8 PM,music will be scheduled to play at 8 PM.
music,schedule,play,"Plan music ""next Friday, June 13""",music will be scheduled to play next Friday.
music,schedule,play,Schedule music at seven o'clock,music will be scheduled to play at seven o'clock.
music,schedule,play,"Set music to play ""this afternoon, 2 PM""",music will be scheduled to play this afternoon.
music,schedule,stop,Stop scheduled music in 10 minutes,Scheduled music will be stopped in 10 minutes.
music,schedule,stop,Cancel music schedule at 9 PM,Scheduled music will be stopped at 9 PM.
music,schedule,stop,"End schedule ""next monday, June 9""",Scheduled music will be stopped next monday.
music,schedule,stop,Stop schedule at six o'clock,Scheduled music will be stopped at six o'clock.
music,schedule,stop,"Cancel scheduled music ""this evening, 7 PM""",Scheduled music will be stopped this evening.
music,sleeptimer,check,Check sleep timer in 15 minutes,Sleep timer status will be checked in 15 minutes.
music,sleeptimer,check,Verify sleep timer at 10 PM,Sleep timer status will be checked at 10 PM.
music,sleeptimer,check,"Inspect sleep timer ""next Tuesday, June 10""",Sleep timer status will be checked next Tuesday.
music,sleeptimer,check,Review sleep timer in 1 hour,Sleep timer status will be checked in 1 hour.
music,sleeptimer,check,"Check sleep timer ""this afternoon, 3 PM""",Sleep timer status will be checked this afternoon.
music,sleeptimer,set,Set sleep timer in 20 minutes,Sleep timer will be set in 20 minutes.
music,sleeptimer,set,Activate sleep timer at 6 PM,Sleep timer will be set at 6 PM.
music,sleeptimer,set,"Enable sleep timer ""next Wednesday, June 11""",Sleep timer will be set next Wednesday.
music,sleeptimer,set,Set sleep timer at eight o'clock,Sleep timer will be set at eight o'clock.
music,sleeptimer,set,"Activate sleep timer ""tomorrow, June 7""",Sleep timer will be set tomorrow.
music,song,check,Check song status in 25 minutes,Song status will be checked in 25 minutes.
music,song,check,Verify current song at 7 PM,Song status will be checked at 7 PM.
music,song,check,"Inspect song ""next Thursday, June 12""",Song status will be checked next Thursday.
music,song,check,Review song in two hours,Song status will be checked in two hours.
music,song,check,"Check song ""this evening, 8 PM""",Song status will be checked this evening.
music,song,play,Play song in 10 minutes,Song will start in 10 minutes.
music,song,play,Start song at 8 PM,Song will start at 8 PM.
music,song,play,"Launch song ""next Friday, June 13""",Song will start next Friday.
music,song,play,Play song at nine o'clock,Song will start at nine o'clock.
music,song,play,"Begin song ""this afternoon, 4 PM""",Song will start this afternoon.
music,source,check,Check music source in 15 minutes,Source status will be checked in 15 minutes.
music,source,check,Verify source at 9 PM,Source status will be checked at 9 PM.
music,source,check,"Inspect source ""next monday, June 9""",Source status will be checked next monday.
music,source,check,Review source in 1 hour,Source status will be checked in 1 hour.
music,source,check,"Check source ""tomorrow, June 7""",Source status will be checked tomorrow.
music,source,switchsource,Switch music source in 20 minutes,Source will be switched in 20 minutes.
music,source,switchsource,Change source at 10 PM,Source will be switched at 10 PM.
music,source,switchsource,"Swap source ""next Tuesday, June 10""",Source will be switched next Tuesday.
music,source,switchsource,Switch source at six o'clock,Source will be switched at six o'clock.
music,source,switchsource,"Change music source ""this afternoon, 2 PM""",Source will be switched this afternoon.
music,status,check,Check music status in 25 minutes,music status will be checked in 25 minutes.
music,status,check,Verify music status at 6 PM,music status will be checked at 6 PM.
music,status,check,"Inspect music status ""next Wednesday, June 11""",music status will be checked next Wednesday.
music,status,check,Review music status in two hours,music status will be checked in two hours.
music,status,check,"Check music status ""this evening, 7 PM""",music status will be checked this evening.
music,voicecontrol,check,Check voice control status in 10 minutes,Voice control status will be checked in 10 minutes.
music,voicecontrol,check,Verify voice control at 7 PM,Voice control status will be checked at 7 PM.
music,voicecontrol,check,"Inspect voice control ""next Thursday, June 12""",Voice control status will be checked next Thursday.
music,voicecontrol,check,Review voice control in 1 hour,Voice control status will be checked in 1 hour.
music,voicecontrol,check,"Check voice control ""this afternoon, 3 PM""",Voice control status will be checked this afternoon.
music,voicecontrol,disable,Disable voice control in 15 minutes,Voice control will be disabled in 15 minutes.
music,voicecontrol,disable,Turn off voice control at 8 PM,Voice control will be disabled at 8 PM.
music,voicecontrol,disable,"Deactivate voice control ""next Friday, June 13""",Voice control will be disabled next Friday.
music,voicecontrol,disable,Disable voice control at nine o'clock,Voice control will be disabled at nine o'clock.
music,voicecontrol,disable,"Turn off voice control ""tomorrow, June 7""",Voice control will be disabled tomorrow.
music,volume,adjustvolume,Adjust volume in 20 minutes,Volume will be adjusted in 20 minutes.
music,volume,adjustvolume,Change volume at 9 PM,Volume will be adjusted at 9 PM.
music,volume,adjustvolume,"modify volume ""next monday, June 9""",Volume will be adjusted next monday.
music,volume,adjustvolume,Tweak volume in two hours,Volume will be adjusted in two hours.
music,volume,adjustvolume,"Adjust volume ""this evening, 8 PM""",Volume will be adjusted this evening.
music,volume,check,Check volume level in 25 minutes,Volume level will be checked in 25 minutes.
music,volume,check,Verify volume at 10 PM,Volume level will be checked at 10 PM.
music,volume,check,"Inspect volume ""next Tuesday, June 10""",Volume level will be checked next Tuesday.
music,volume,check,Review volume in 1 hour,Volume level will be checked in 1 hour.
music,volume,check,"Check volume ""this afternoon, 4 PM""",Volume level will be checked this afternoon.
music,volume,mute,mute music in 10 minutes,music will be muted in 10 minutes.
music,volume,mute,Turn off sound at 6 PM,music will be muted at 6 PM.
music,volume,mute,"mute audio ""next Wednesday, June 11""",music will be muted next Wednesday.
music,volume,mute,Silence music at seven o'clock,music will be muted at seven o'clock.
music,volume,mute,"mute music ""tomorrow, June 7""",music will be muted tomorrow.
music,volume,unmute,Unmute music in 15 minutes,music will be unmuted in 15 minutes.
music,volume,unmute,Restore sound at 7 PM,music will be unmuted at 7 PM.
music,volume,unmute,"Unmute audio ""next Thursday, June 12""",music will be unmuted next Thursday.
music,volume,unmute,Turn on sound at eight o'clock,music will be unmuted at eight o'clock.
music,volume,unmute,"Unmute music ""this afternoon, 2 PM""",music will be unmuted this afternoon.
shutters,basement,down,Lower basement shutters in 20 minutes,Basement shutters will be lowered in 20 minutes.
shutters,basement,down,Close basement shutters at 8 PM,Basement shutters will be closed at 8 PM.
shutters,basement,down,"Shut basement shutters ""next Friday, June 13""",Basement shutters will be closed next Friday.
shutters,basement,down,Lower shutters in 1 hour,Basement shutters will be lowered in 1 hour.
shutters,basement,down,"Close basement shutters ""this evening, 7 PM""",Basement shutters will be closed this evening.
shutters,basement,up,Raise basement shutters in 25 minutes,Basement shutters will be raised in 25 minutes.
shutters,basement,up,Open basement shutters at 9 AM,Basement shutters will be opened at 9 AM.
shutters,basement,up,"Lift basement shutters ""next monday, June 9""",Basement shutters will be opened next monday.
shutters,basement,up,Raise shutters at six o'clock,Basement shutters will be opened at six o'clock.
shutters,basement,up,"Open basement shutters ""tomorrow, June 7""",Basement shutters will be opened tomorrow.
shutters,bathroom,down,Close bathroom shutters in 10 minutes,Bathroom shutters will be closed in 10 minutes.
shutters,bathroom,down,Lower bathroom shutters at 10 PM,Bathroom shutters will be closed at 10 PM.
shutters,bathroom,down,"Shut bathroom shutters ""next Tuesday, June 10""",Bathroom shutters will be closed next Tuesday.
shutters,bathroom,down,Close shutters in two hours,Bathroom shutters will be closed in two hours.
shutters,bathroom,down,"Lower bathroom shutters ""this afternoon, 3 PM""",Bathroom shutters will be closed this afternoon.
shutters,bathroom,statusquery,Keep bathroom shutters unchanged in 15 minutes,Bathroom shutters will remain unchanged in 15 minutes.
shutters,bathroom,statusquery,Don't adjust bathroom shutters at 6 PM,Bathroom shutters will not be adjusted at 6 PM.
shutters,bathroom,statusquery,"Avoid changing bathroom shutters ""next Wednesday, June 11""",Bathroom shutters will not be changed next Wednesday.
shutters,bathroom,statusquery,maintain bathroom shutters at seven o'clock,Bathroom shutters will remain unchanged at seven o'clock.
shutters,bathroom,statusquery,"Keep bathroom shutters as is ""this evening, 8 PM""",Bathroom shutters will remain unchanged this evening.
shutters,bathroom,up,Raise bathroom shutters in 20 minutes,Bathroom shutters will be raised in 20 minutes.
shutters,bathroom,up,Open bathroom shutters at 8 AM,Bathroom shutters will be opened at 8 AM.
shutters,bathroom,up,"Lift bathroom shutters ""next Thursday, June 12""",Bathroom shutters will be opened next Thursday.
shutters,bathroom,up,Raise shutters at nine o'clock,Bathroom shutters will be opened at nine o'clock.
shutters,bathroom,up,"Open bathroom shutters ""tomorrow, June 7""",Bathroom shutters will be opened tomorrow.
shutters,cellar,down,Lower cellar shutters in 25 minutes,Cellar shutters will be lowered in 25 minutes.
shutters,cellar,down,Close cellar shutters at 9 PM,Cellar shutters will be closed at 9 PM.
shutters,cellar,down,"Shut cellar shutters ""next Friday, June 13""",Cellar shutters will be closed next Friday.
shutters,cellar,down,Lower shutters in 1 hour,Cellar shutters will be lowered in 1 hour.
shutters,cellar,down,"Close cellar shutters ""this afternoon, 4 PM""",Cellar shutters will be closed this afternoon.
shutters,cellar,statusquery,Keep cellar shutters unchanged in 10 minutes,Cellar shutters will remain unchanged in 10 minutes.
shutters,cellar,statusquery,Don't adjust cellar shutters at 7 PM,Cellar shutters will not be adjusted at 7 PM.
shutters,cellar,statusquery,"Avoid changing cellar shutters ""next monday, June 9""",Cellar shutters will not be changed next monday.
shutters,cellar,statusquery,maintain cellar shutters at six o'clock,Cellar shutters will remain unchanged at six o'clock.
shutters,cellar,statusquery,"Keep cellar shutters as is ""tomorrow, June 7""",Cellar shutters will remain unchanged tomorrow.
shutters,cellar,up,Raise cellar shutters in 15 minutes,Cellar shutters will be raised in 15 minutes.
shutters,cellar,up,Open cellar shutters at 10 AM,Cellar shutters will be opened at 10 AM.
shutters,cellar,up,"Lift cellar shutters ""next Tuesday, June 10""",Cellar shutters will be opened next Tuesday.
shutters,cellar,up,Raise shutters at eight o'clock,Cellar shutters will be opened at eight o'clock.
shutters,cellar,up,"Open cellar shutters ""this afternoon, 2 PM""",Cellar shutters will be opened this afternoon.
shutters,library,down,Lower library shutters in 20 minutes,Library shutters will be lowered in 20 minutes.
shutters,library,down,Close library shutters at 8 PM,Library shutters will be closed at 8 PM.
shutters,library,down,"Shut library shutters ""next Wednesday, June 11""",Library shutters will be closed next Wednesday.
shutters,library,down,Lower shutters in two hours,Library shutters will be lowered in two hours.
shutters,library,down,"Close library shutters ""this evening, 7 PM""",Library shutters will be closed this evening.
shutters,library,up,Raise library shutters in 25 minutes,Library shutters will be raised in 25 minutes.
shutters,library,up,Open library shutters at 9 AM,Library shutters will be opened at 9 AM.
shutters,library,up,"Lift library shutters ""next Thursday, June 12""",Library shutters will be opened next Thursday.
shutters,library,up,Raise shutters at seven o'clock,Library shutters will be opened at seven o'clock.
shutters,library,up,"Open library shutters ""tomorrow, June 7""",Library shutters will be opened tomorrow.
shutters,living room,down,Lower living room shutters in 10 minutes,Living room shutters will be lowered in 10 minutes.
shutters,living room,down,Close living room shutters at 10 PM,Living room shutters will be closed at 10 PM.
shutters,living room,down,"Shut living room shutters ""next Friday, June 13""",Living room shutters will be closed next Friday.
shutters,living room,down,Lower shutters in 1 hour,Living room shutters will be lowered in 1 hour.
shutters,living room,down,"Close living room shutters ""this afternoon, 3 PM""",Living room shutters will be closed this afternoon.
shutters,living room,up,Raise living room shutters in 15 minutes,Living room shutters will be raised in 15 minutes.
shutters,living room,up,Open living room shutters at 8 AM,Living room shutters will be opened at 8 AM.
shutters,living room,up,"Lift living room shutters ""next monday, June 9""",Living room shutters will be opened next monday.
shutters,living room,up,Raise shutters at nine o'clock,Living room shutters will be opened at nine o'clock.
shutters,living room,up,"Open living room shutters ""tomorrow, June 7""",Living room shutters will be opened tomorrow.
shutters,none,down,Lower all shutters in 20 minutes,All shutters will be lowered in 20 minutes.
shutters,none,down,Close all shutters at 9 PM,All shutters will be closed at 9 PM.
shutters,none,down,"Shut all shutters ""next Tuesday, June 10""",All shutters will be closed next Tuesday.
shutters,none,down,Lower shutters in two hours,All shutters will be lowered in two hours.
shutters,none,down,"Close all shutters ""this evening, 8 PM""",All shutters will be closed this evening.
shutters,none,statusquery,Keep all shutters unchanged in 25 minutes,All shutters will remain unchanged in 25 minutes.
shutters,none,statusquery,Don't adjust shutters at 6 PM,All shutters will not be adjusted at 6 PM.
shutters,none,statusquery,"Avoid changing shutters ""next Wednesday, June 11""",All shutters will not be changed next Wednesday.
shutters,none,statusquery,maintain shutters at seven o'clock,All shutters will remain unchanged at seven o'clock.
shutters,none,statusquery,"Keep shutters as is ""this afternoon, 4 PM""",All shutters will remain unchanged this afternoon.
shutters,none,up,Raise all shutters in 10 minutes,All shutters will be raised in 10 minutes.
shutters,none,up,Open all shutters at 10 AM,All shutters will be opened at 10 AM.
shutters,none,up,"Lift all shutters ""next Thursday, June 12""",All shutters will be opened next Thursday.
shutters,none,up,Raise shutters at six o'clock,All shutters will be opened at six o'clock.
shutters,none,up,"Open all shutters ""tomorrow, June 7""",All shutters will be opened tomorrow.
shutters,toilet,down,Lower toilet shutters in 15 minutes,Toilet shutters will be lowered in 15 minutes.
shutters,toilet,down,Close toilet shutters at 8 PM,Toilet shutters will be closed at 8 PM.
shutters,toilet,down,"Shut toilet shutters ""next Friday, June 13""",Toilet shutters will be closed next Friday.
shutters,toilet,down,Lower shutters in 1 hour,Toilet shutters will be lowered in 1 hour.
shutters,toilet,down,"Close toilet shutters ""this afternoon, 2 PM""",Toilet shutters will be closed this afternoon.
shutters,toilet,statusquery,Keep toilet shutters unchanged in 20 minutes,Toilet shutters will remain unchanged in 20 minutes.
shutters,toilet,statusquery,Don't adjust toilet shutters at 9 PM,Toilet shutters will not be adjusted at 9 PM.
shutters,toilet,statusquery,"Avoid changing toilet shutters ""next monday, June 9""",Toilet shutters will not be changed next monday.
shutters,toilet,statusquery,maintain toilet shutters at eight o'clock,Toilet shutters will remain unchanged at eight o'clock.
shutters,toilet,statusquery,"Keep toilet shutters as is ""this evening, 7 PM""",Toilet shutters will remain unchanged this evening.
shutters,toilet,up,Raise toilet shutters in 25 minutes,Toilet shutters will be raised in 25 minutes.
shutters,toilet,up,Open toilet shutters at 9 AM,Toilet shutters will be opened at 9 AM.
shutters,toilet,up,"Lift toilet shutters ""next Tuesday, June 10""",Toilet shutters will be opened next Tuesday.
shutters,toilet,up,Raise shutters at seven o'clock,Toilet shutters will be opened at seven o'clock.
shutters,toilet,up,"Open toilet shutters ""tomorrow, June 7""",Toilet shutters will be opened tomorrow.
